now,messages,Hex_Code,Aircraft_Type,Flight_Number,Registration,t,Barometric_Altitude,Geometric_Altitude,Ground_Speed,track,geom_rate,squawk,emergency,category,nav_qnh,nav_altitude_mcp,nav_heading,nav_modes,Latitude,Longitude,nic,rc,seen_pos,version,nic_baro,nac_p,nac_v,sil,sil_type,gva,sda,alert,spi,mlat,tisb,messages,seen,rssi,baro_rate,true_heading,dbFlags,nav_altitude_fms,calc_track,mag_heading,ias,tas,mach,wd,ws,oat,tat,track_rate,roll,gpsOkBefore,gpsOkLat,gpsOkLon,rr_lat,rr_lon,lastPosition.lat,lastPosition.lon,lastPosition.nic,lastPosition.rc,lastPosition.seen_pos
1704067199.122,148041829,a03370,adsb_icao,N1118X  ,N1118X,P28R,3425,3350.0,102.1,345.83,,5532,none,A1,1019.2,3488.0,345.23,['althold'],34.046724,-81.2146,9.0,75.0,0.1,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],3628267,0.0,-12.1,256.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a107fe,adsb_icao,CNS245  ,N166AF,PC12,15775,15975.0,261.6,183.73,,7103,none,A1,1021.6,16000.0,203.91,"['autopilot', 'althold', 'lnav', 'tcas']",33.478821,-81.211212,8.0,186.0,0.227,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],24056384,0.0,-7.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ac340a,adsb_icao,SWA3297 ,N8859Q,B38M,37000,37800.0,486.3,21.98,,0743,none,A3,1013.6,36992.0,14.77,,30.385162,-81.207975,8.0,186.0,0.1,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],73692076,0.0,-9.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a448f5,adsb_icao,UAL2268 ,N37513,B39M,2725,2925.0,182.2,190.75,,2437,none,A3,1023.2,3008.0,199.69,,28.300049,-81.207663,8.0,186.0,0.089,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],67259597,0.0,-7.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,4063e6,adsb_icao,VIR91U  ,G-VSXY,A333,21700,22350.0,383.2,175.51,,0715,none,A5,1013.6,4992.0,0.0,,29.605225,-81.205497,8.0,186.0,0.468,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],46676430,0.0,-13.1,-1344.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,adb77f,adsb_icao,NKS247  ,N983NK,A20N,35000,36050.0,409.3,340.15,,3637,none,A3,1012.8,35008.0,,,28.986775,-81.204152,8.0,186.0,0.397,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],39348625,0.1,-10.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ac4f29,adsb_icao,,N8920Q,B38M,ground,,10.8,,,,none,,,,,,32.134403,-81.20359,8.0,186.0,3.303,2.0,,10.0,2.0,3.0,perhour,,2.0,,,[],[],5400210,3.3,-20.9,,109.69,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a9d6b8,adsb_icao,KOW733  ,N733FL,C750,9725,10150.0,343.4,327.0,,1421,none,A2,,,,,26.8862,-81.202905,10.0,25.0,0.271,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],30353207,0.0,-17.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,aa7f52,mlat,N776AA  ,N776AA,C172,2225,2250.0,100.0,31.0,384.0,1200,,A1,,,,,35.121535,-81.201671,0.0,0.0,6.302,,,,,,,,,0.0,0.0,"['callsign', 'gs', 'track', 'baro_rate', 'lat', 'lon', 'nic', 'rc']",[],6860231,1.0,-13.9,-74.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ad928e,adsb_icao,AAL1433 ,N974AN,B738,8925,8900.0,317.0,109.92,,7427,none,A3,1017.6,7008.0,120.23,,35.648575,-81.199207,8.0,186.0,0.186,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],55905435,0.2,-7.9,-960.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a75283,adsb_icao,DAL151  ,N571DZ,A359,39000,41600.0,491.7,184.78,0.0,2231,none,A5,1013.6,39008.0,186.33,,1.309982,-81.192503,8.0,186.0,0.005,2.0,1.0,9.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],49785898,0.0,-24.8,0.0,183.19,,,,186.15,266.0,492.0,0.852,95.0,14.0,-54.0,-22.0,0.0,0.0,,,,,,,,,,
1704067199.122,148041829,a02088,adsb_icao,AAL1976 ,N107US,A320,9825,9825.0,280.0,0.0,,2534,none,A3,1018.4,16000.0,0.0,,35.156064,-81.190453,8.0,186.0,0.314,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],40581951,0.30000000000000004,-4.8,2688.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a81163,adsb_icao,NKS1399 ,N619NK,A320,5600,5925.0,260.0,180.44,,2745,none,A3,1024.0,3008.0,,,28.430236999999998,-81.186799,8.0,186.0,0.363,2.0,1.0,10.0,4.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],74364013,0.1,-9.6,-2048.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ac76a7,adsb_icao,AAL1788 ,N902AN,B738,28000,29400.0,481.1,7.52,0.0,3373,none,A3,1013.6,4992.0,14.06,,24.336639,-81.184743,8.0,186.0,0.122,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],51644916,0.0,-12.9,0.0,358.71,,28000.0,,5.1,309.0,474.0,0.78,268.0,74.0,-30.0,0.0,-0.03,0.35000000000000003,,,,,,,,,,
1704067199.122,148041829,7c806a,adsb_icao,QFA4    ,VH-ZNG,B789,33975,32900.0,480.0,288.59,0.0,7140,none,A5,1012.8,34016.0,298.12,"['autopilot', 'vnav', 'lnav', 'tcas']",43.01358,-81.181747,8.0,186.0,0.14300000000000002,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],32055030,0.0,-12.5,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a3d066,adsb_icao,N345FH  ,N345FH,C172,2775,2925.0,104.7,136.55,,0330,none,A1,1023.2,3008.0,,,28.698058,-81.181694,9.0,75.0,0.313,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],14835227,0.1,-7.6,64.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a0df80,adsb_icao,VTE3714 ,N15527,E135,8825,8825.0,263.0,354.98,,2031,none,A2,,,,,35.394058,-81.179523,9.0,75.0,0.228,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],17912163,0.0,-5.9,960.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,e49529,adsb_icao,GLO9507 ,PR-XMQ,B38M,3300,3475.0,277.0,85.24,,0736,none,A3,1023.2,4992.0,102.66,,28.509521,-81.175393,8.0,186.0,0.058,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],31041995,0.1,-7.0,2176.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a240dc,adsb_icao,SWA2792 ,N244WN,B737,38975,38200.0,496.1,82.59,,1103,none,A3,1013.6,39008.0,90.7,,40.961334,-81.168213,8.0,186.0,0.0,2.0,1.0,8.0,1.0,3.0,perhour,1.0,2.0,0.0,0.0,[],[],69539808,0.0,-8.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,c01d3c,adsb_icao,WJA1228 ,C-FLBV,B738,9475,9825.0,287.2,192.88,,3064,none,A3,1023.2,4992.0,201.8,,28.615847,-81.167208,8.0,186.0,0.058,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],46088499,0.0,-10.5,-1536.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,adb35c,adsb_icao,JBU2920 ,N982JB,A321,35025,34050.0,497.4,71.97,,1313,none,A3,1013.6,35008.0,0.0,,41.518637,-81.156389,8.0,186.0,0.439,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],96770472,0.1,-9.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a0d21f,adsb_icao,FDX936  ,N152FE,B763,37000,36150.0,510.1,70.89,,1052,none,A5,1012.8,36992.0,78.05,,41.109283,-81.152466,8.0,186.0,0.334,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],33429215,0.0,-8.3,64.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a7bfa0,adsb_icao,JBU2638 ,N599JB,A320,19000,19925.0,413.9,12.56,-832.0,4625,none,A3,1013.6,6016.0,0.0,,24.820221,-81.150767,8.0,186.0,0.334,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],65960241,0.0,-7.9,-960.0,4.97,,,,11.43,290.0,396.0,0.624,,,-11.0,10.0,-0.03,-0.53,,,,,,,,,,
1704067199.122,148041829,aa7f65,adsb_icao,GLG7392 ,N776AV,A20N,38025,40225.0,462.2,351.41,32.0,5475,none,A3,1012.8,38016.0,,,18.322998,-81.144872,8.0,186.0,0.845,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],29477325,0.2,-22.3,64.0,343.13,,,,348.75,247.0,452.0,0.78,249.0,67.0,-52.0,-25.0,0.0,-0.18,,,,,,,,,,
1704067199.122,148041829,ac27a6,adsb_icao,SWA3660 ,N8820L,B38M,19100,19750.0,390.6,159.15,,2503,none,A3,1013.6,4992.0,189.84,,29.126665,-81.142704,8.0,186.0,0.1,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],76950823,0.0,-12.5,-1600.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a69061,adsb_icao,JIA5239 ,N522AE,CRJ7,33000,32525.0,550.8,81.65,-64.0,6605,none,A2,1012.8,32992.0,,,37.847626,-81.136079,8.0,186.0,0.0,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],41554623,0.0,-7.8,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a441ac,adsb_icao,UAL1172 ,N37325,B38M,34000,34850.0,393.4,198.53,,1506,none,A3,1013.6,4992.0,217.97,,29.920624,-81.132956,8.0,186.0,0.058,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],8308059,0.0,-13.9,-320.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a13541,adsb_icao,AAL1818 ,N177XF,A319,11875,11875.0,327.6,43.14,,7430,none,A3,1018.4,8992.0,,,34.93277,-81.121029,8.0,186.0,0.005,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],56659335,0.0,-6.6,-1408.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ad4b54,adsb_icao,DAL1334 ,N956DZ,B739,28000,28050.0,383.4,249.86,,2135,none,A3,1013.6,28000.0,262.27,,35.384542,-81.119657,8.0,186.0,0.313,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],33620683,0.1,-6.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,3c6562,adsb_icao,OCN1TX  ,D-AIKB,A333,37000,38875.0,539.3,60.2,-32.0,6175,none,A5,1012.8,36992.0,,,23.202988,-81.117853,8.0,186.0,0.122,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],48896648,0.1,-13.3,0.0,57.36,,,,63.63,266.0,476.0,0.8160000000000001,261.0,68.0,-49.0,-19.0,0.0,0.0,,,,,,,,,,
1704067199.122,148041829,a960e9,adsb_icao,NKS204  ,N703NK,A21N,7700,7700.0,239.1,281.83,,7202,none,A3,1018.4,16000.0,279.84,,35.092712,-81.117666,8.0,186.0,0.079,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],47904406,0.1,-8.2,2496.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a8ce92,adsb_icao,DAL2044 ,N667DN,B752,35000,36125.0,413.5,339.77,,1344,none,A4,1013.6,35008.0,336.09,,27.955948,-81.117818,8.0,186.0,0.0,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],29368650,0.0,-11.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a83a0f,other,N6290L  ,N6290L,AA1,2400,2425.0,90.0,351.0,,,,A1,,,,,28.336533,-81.114914,0.0,0.0,1.7149999999999999,,,,,,,,,,,[],[],1542113,1.7000000000000002,-49.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a6ce90,adsb_icao,JIA5415 ,N538EG,CRJ7,25275,25300.0,409.9,356.22,1152.0,4160,none,A3,1012.8,31008.0,354.38,,36.018304,-81.114573,8.0,186.0,0.334,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],39363617,0.0,-9.3,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,c01c28,adsb_icao,WJA1681 ,C-FKRF,B738,34000,32925.0,455.2,294.26,,1742,none,A3,1013.6,34016.0,302.34,,43.73904,-81.109837,8.0,186.0,0.228,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],60698974,0.0,-10.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,ad7284,adsb_icao,TAI445  ,N966AV,A20N,36950,38775.0,392.3,220.35,224.0,3551,none,A3,1012.8,36992.0,,,23.676407,-81.092173,8.0,186.0,0.122,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],42754138,0.0,-17.9,192.0,225.67,,,,232.03,249.0,448.0,0.768,258.0,69.0,-49.0,-23.0,0.0,-0.18,,,,,,,,,,
1704067199.122,148041829,aa5f41,adsb_icao,AAL2577 ,N768AA,B772,38000,38850.0,455.6,182.89,,7146,none,A5,1012.8,38016.0,203.2,,30.342499,-81.091488,8.0,186.0,0.227,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],41907554,0.0,-12.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,aaed5e,adsb_icao,803DS   ,N803DS,B407,750,925.0,67.9,136.19,-192.0,0201,none,A7,1022.4,8896.0,,,29.2164,-81.091091,9.0,75.0,0.313,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],3598310,0.0,-9.4,-128.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a70f80,adsb_icao,JIA5479 ,N554NN,CRJ9,1225,1425.0,168.7,241.31,1856.0,0764,none,A3,1022.4,4000.0,250.31,,29.167786,-81.087447,8.0,186.0,0.6950000000000001,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],44929904,0.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,c04fd7,adsb_icao,ACA1088 ,C-GEGC,A333,13325,13800.0,349.6,164.57,,5665,none,A5,1024.0,4992.0,,,28.980377,-81.083538,8.0,186.0,0.122,2.0,1.0,9.0,1.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],48872609,0.1,-5.1,-1088.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a828d5,adsb_icao,PDT5727 ,N625AE,E145,5775,5800.0,223.4,356.41,,3271,none,A2,,,,,35.320952,-81.078225,8.0,186.0,0.195,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],36816260,0.2,-13.3,-1472.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a507de,adsb_icao,N423MG  ,N423MG,PC12,9675,10050.0,209.5,137.71,,0730,none,A1,,,,,29.403442,-81.077411,9.0,75.0,0.468,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],10363467,0.0,-14.0,512.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a60c79,adsb_icao,N48900  ,N48900,C152,2400,2475.0,84.3,157.69,0.0,4633,none,A1,,,,,29.359955,-81.071073,9.0,75.0,0.058,2.0,0.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],17176337,0.1,-7.6,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a445cd,adsb_icao,UAL1677 ,N37456,B739,38000,38275.0,410.0,200.11,,7035,none,A3,1013.6,38016.0,217.27,,33.92395,-81.070021,8.0,186.0,0.418,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],61637537,0.0,-12.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a5f11d,adsb_icao,GTI8410 ,N482MC,B744,35000,34475.0,587.9,54.07,,3153,none,A5,1013.6,35008.0,59.06,"['vnav', 'tcas']",37.816012,-81.066264,8.0,186.0,0.186,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],17553151,0.0,-10.9,-64.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,0a805c,adsb_icao,BHS239  ,C6-BFW,AT76,6000,6225.0,217.1,358.68,,3317,none,A2,1023.2,6016.0,,,27.951965,-81.061302,8.0,186.0,0.0,2.0,1.0,9.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],8224297,0.0,-9.8,-1024.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a1e5f8,adsb_icao,AAY521  ,N221NV,A320,35975,36350.0,445.0,180.64,,0724,none,A3,1012.8,36000.0,,,32.326355,-81.047845,8.0,186.0,0.016,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],47641034,0.0,-12.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,c04059,adsb_icao,SWG620  ,C-FYJO,B38M,36000,36600.0,441.1,181.3,,0574,none,A3,1013.6,36000.0,199.69,,31.730052,-81.03587,8.0,186.0,0.459,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],7236911,0.0,-17.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a6c365,adsb_icao,JIA5076 ,N535EA,CRJ7,6325,6275.0,242.5,144.74,-576.0,3151,none,A3,1018.4,6016.0,160.31,,35.568146,-81.032238,8.0,186.0,0.397,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],23260525,0.2,-8.7,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a0e250,adsb_icao,AAL703  ,N156UW,A321,3725,3700.0,241.3,231.56,,3326,none,A3,1018.4,8000.0,257.34,,35.131073,-81.00982,8.0,186.0,0.079,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],73330615,0.0,-3.9,1728.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a4bf7f,adsb_icao,N405D   ,N405D,F2TH,40150,40975.0,484.6,166.88,,2136,none,A2,1013.6,36000.0,,"['autopilot', 'tcas']",30.633133,-80.996489,8.0,186.0,0.313,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],3865963,0.0,-12.3,-1216.0,,8.0,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a10d82,adsb_icao,AAL1705 ,N167US,A321,24000,24100.0,380.1,184.38,,7155,none,A3,,30016.0,0.0,,34.394073,-80.993845,8.0,186.0,0.0,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],67043321,0.0,-7.1,2496.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,aae5a9,adsb_icao,AAL823  ,N801AW,A319,9850,9850.0,225.3,311.4,,2354,none,A3,1018.4,10016.0,312.19,,35.189621,-80.992836,8.0,186.0,0.417,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],60320174,0.1,-6.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a63d42,adsb_icao,AAL454  ,N5007E,A319,19125,20000.0,376.4,24.32,-1376.0,7171,none,A3,1012.8,4992.0,,,25.119873,-80.992737,8.0,186.0,0.292,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],49367193,0.1,-8.1,-1408.0,14.84,,,,21.45,263.0,358.0,0.5640000000000001,273.0,63.0,-8.0,9.0,0.0,-0.88,,,,,,,,,,
1704067199.122,148041829,a9f818,adsb_icao,AAL1168 ,N741UW,A319,5125,5150.0,189.4,176.07,,3113,none,A3,1018.4,4000.0,,,35.446177,-80.986477,8.0,186.0,0.185,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],52683993,0.0,-6.1,-1216.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a8ae2e,adsb_icao,PDT5745 ,N659AE,E145,33000,32375.0,554.3,88.24,,6713,none,A2,,,,,37.980698,-80.983731,8.0,186.0,0.488,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],34271084,0.1,-7.0,-256.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a757ae,adsb_icao,AAL2905 ,N572UW,A321,3925,3925.0,176.9,174.16,,3107,none,A3,,3008.0,0.0,,35.379822,-80.981255,8.0,186.0,0.418,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],72240865,0.2,-6.5,-832.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a1dc31,adsb_icao,AAY1991 ,N219NV,A320,30350,31375.0,416.3,339.91,,5744,none,A3,1012.8,32992.0,,,27.618931,-80.978587,8.0,186.0,0.006,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],39938566,0.0,-11.7,1088.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a2270f,adsb_icao,RPA5718 ,N238JQ,E75L,2525,2525.0,156.4,175.97,,3351,none,A3,1017.6,4000.0,,"['autopilot', 'approach', 'tcas']",35.318756,-80.975475,8.0,186.0,0.397,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],42203430,0.0,-6.1,-896.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,aa6c50,adsb_icao,UAL487  ,N77066,B764,34500,33925.0,564.6,92.64,,3217,none,A5,1013.6,31008.0,101.95,,38.323288,-80.974439,8.0,186.0,0.195,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],39100579,0.0,-10.7,-1152.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a7598c,adsb_icao,UAL1971 ,N57299,B38M,24825,25800.0,374.8,325.0,,1433,none,A3,1013.6,34016.0,324.14,,26.657161,-80.972143,8.0,186.0,0.0,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],72379763,0.0,-18.3,1664.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,adb3c8,adsb_icao,NKS395  ,N982NK,A20N,36050,35250.0,414.4,277.35,,2665,none,A3,1012.8,36000.0,,,41.24826,-80.97113,8.0,186.0,0.214,2.0,1.0,10.0,4.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],45084769,0.1,-9.0,-64.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a99077,adsb_icao,AAL1571 ,N715UW,A319,1400,1400.0,121.2,176.69,,4150,none,A3,1018.4,4000.0,,,35.262063,-80.970582,8.0,186.0,0.376,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],40553610,0.1,-8.4,-640.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,aaffaa,adsb_icao,AAL2884 ,N808AW,A319,18675,18775.0,382.2,186.16,,2576,none,A3,1018.4,22016.0,,,34.642918,-80.969696,8.0,186.0,0.214,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],42585143,0.0,-10.7,3328.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a1ea70,adsb_icao,SWA3588 ,N222WN,B737,39000,38325.0,501.8,117.54,,3121,none,A3,1013.6,39008.0,123.05,,40.237015,-80.96936,8.0,186.0,0.333,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],56746588,0.2,-13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a0f70c,adsb_icao,SKW5462 ,N161SY,E75L,16450,15875.0,352.9,62.13,,6535,none,A3,1015.2,7008.0,,"['autopilot', 'vnav', 'tcas']",43.232179,-80.966557,8.0,186.0,0.439,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],48517752,0.0,-7.4,-1536.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a91986,adsb_icao,PDT5804 ,N686AE,E145,ground,650.0,21.5,84.38,,2471,none,A2,,,,,35.207329,-80.962172,8.0,186.0,0.396,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],36551186,0.2,-12.6,-128.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,abca53,adsb_icao,RPA3406 ,N859RW,E170,32000,30850.0,458.1,266.12,,1361,none,A3,1013.6,32000.0,,"['autopilot', 'althold', 'tcas']",43.140335,-80.956783,8.0,186.0,0.0,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],36078945,0.0,-9.7,64.0,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,aced1c,adsb_icao,PDT5963 ,N932AE,E145,ground,,21.5,84.38,,,,A2,,,,,35.211388,-80.954174,8.0,186.0,1.8719999999999999,2.0,,9.0,1.0,3.0,perhour,,2.0,0.0,0.0,[],[],20023541,1.9,-22.5,,,,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a7a512,adsb_icao,NUS592  ,N592CL,F900,36975,38225.0,423.3,346.75,,3713,none,A2,1013.6,37024.0,,"['autopilot', 'althold', 'tcas']",27.842893,-80.953287,8.0,186.0,0.363,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],6018458,0.2,-15.2,64.0,,8.0,,,,,,,,,,,,,,,,,,,,,,
1704067199.122,148041829,a6cffc,adsb_icao,AAL1943 ,N538UW,A321,1775,1750.0,166.0,181.04,,4147,none,A3,1018.4,8000.0,189.84,,35.191177,-80.950685,8.0,186.0,0.186,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],74703442,0.1,-6.9,3264.0,,,,,,,,,,,,,,,,,,,,,,,,
